EDT,variable,value
2013-02-04, Max Gust SpeedMPH,25.0
2013-02-04, Max VisibilityMiles,10
2013-02-04, CloudCover,5
2013-02-04, Mean Sea Level PressureIn,29.89
2013-02-04, Min Humidity,52
2013-02-04,Min DewpointF,11
2013-02-04,PrecipitationIn,0.01
2013-02-04, Max Sea Level PressureIn,30.12
2013-02-04, Max Wind SpeedMPH,21
2013-02-04,Mean TemperatureF,26
2013-02-04, Events,Snow
2013-02-05, Min VisibilityMiles,2
2013-02-05,Min TemperatureF,20
2013-02-05,PrecipitationIn,0.00
2013-02-05,Max Dew PointF,31
2013-02-05, Mean Sea Level PressureIn,29.93
2013-02-05, Max VisibilityMiles,10
2013-02-05, Mean VisibilityMiles,5
2013-02-05, CloudCover,4
2013-02-05, Min Humidity,64
2013-02-05, Max Sea Level PressureIn,30.05
2013-02-05, Min Sea Level PressureIn,29.87
2013-02-05,Max TemperatureF,39
2013-02-05, Mean Humidity,78
2013-02-05,Mean TemperatureF,30
2013-02-05,Max Humidity,92
2013-02-05, Max Gust SpeedMPH,22.0
2013-02-05,MeanDew PointF,23
2013-02-05,Min DewpointF,18
2013-02-05, WindDirDegrees,248
2013-02-05, Max Wind SpeedMPH,17
2013-02-05, Mean Wind SpeedMPH,5
2013-02-06, Mean Sea Level PressureIn,30.2
2013-02-06,MeanDew PointF,25
2013-02-06, Mean Wind SpeedMPH,5
2013-02-06, Mean Humidity,74
2013-02-06, Max VisibilityMiles,10
2013-02-06,Mean TemperatureF,33
2013-02-06, WindDirDegrees,119
2013-02-06,Min DewpointF,23
2013-02-06,Min TemperatureF,28
2013-02-06,PrecipitationIn,0.00
2013-02-06,Max Dew PointF,28
2013-02-06, Min Sea Level PressureIn,30.08
2013-02-06, Mean VisibilityMiles,7
2013-02-06,Max TemperatureF,37
2013-02-06, Max Gust SpeedMPH,15.0
2013-02-06, Min VisibilityMiles,5
2013-02-06, Max Wind SpeedMPH,10
2013-02-06, Min Humidity,69
2013-02-06,Max Humidity,78
2013-02-06, Max Sea Level PressureIn,30.27
2013-02-06, CloudCover,5
2013-02-07, Events,Rain
2013-02-07, Mean VisibilityMiles,7
2013-02-07,Min TemperatureF,30
2013-02-07, Min VisibilityMiles,3
2013-02-07, Mean Humidity,66
2013-02-07, Mean Sea Level PressureIn,29.97
2013-02-07,Max Dew PointF,46
2013-02-07, Min Humidity,39
2013-02-07, Mean Wind SpeedMPH,7
2013-02-07, Max Sea Level PressureIn,30.17
2013-02-07, WindDirDegrees,165
2013-02-07, CloudCover,3
2013-02-07, Min Sea Level PressureIn,29.82
2013-02-07, Max Wind SpeedMPH,18
2013-02-07,MeanDew PointF,35
2013-02-07,Mean TemperatureF,46
2013-02-07, Max Gust SpeedMPH,23.0
2013-02-07,PrecipitationIn,0.14
2013-02-07, Max VisibilityMiles,10
2013-02-07,Max TemperatureF,61
2013-02-07,Max Humidity,93
2013-02-07,Min DewpointF,25
2013-02-08, Mean Humidity,78
2013-02-08,Min DewpointF,22
2013-02-08,Min TemperatureF,31
2013-02-08, CloudCover,8
2013-02-08, Min VisibilityMiles,10
2013-02-08, Events,Rain
2013-02-08, Max Wind SpeedMPH,15
2013-02-08,Max Humidity,93
2013-02-08,Max Dew PointF,40
2013-02-08,Mean TemperatureF,39
2013-02-08, Mean Sea Level PressureIn,30.14
2013-02-08, Min Sea Level PressureIn,29.87
2013-02-08, Max Sea Level PressureIn,30.37
2013-02-08, Max VisibilityMiles,10
2013-02-08, Mean VisibilityMiles,10
2013-02-08, WindDirDegrees,330
2013-02-08, Min Humidity,63
2013-02-08,Max TemperatureF,46
2013-02-08,MeanDew PointF,28
2013-02-08, Max Gust SpeedMPH,24.0
2013-02-08, Mean Wind SpeedMPH,8
2013-02-08,PrecipitationIn,T
2013-02-09,Mean TemperatureF,33
2013-02-09, Max VisibilityMiles,10
2013-02-09, Min Humidity,45
2013-02-09, Max Sea Level PressureIn,30.41
2013-02-09,MeanDew PointF,22
2013-02-09, Mean VisibilityMiles,10
2013-02-09,Max Dew PointF,24
2013-02-09, Max Gust SpeedMPH,17.0
2013-02-09,Min DewpointF,19
2013-02-09, Min VisibilityMiles,8
2013-02-09, Max Wind SpeedMPH,13
2013-02-09, Min Sea Level PressureIn,30.15
2013-02-09,Max Humidity,88
2013-02-09, CloudCover,2
2013-02-09,PrecipitationIn,0.00
2013-02-09,Max TemperatureF,43
2013-02-09,Min TemperatureF,23
2013-02-09, WindDirDegrees,124
2013-02-09, Mean Sea Level PressureIn,30.32
2013-02-09, Mean Humidity,67
2013-02-09, Mean Wind SpeedMPH,5
2013-02-10,Max TemperatureF,52
2013-02-10, Max Wind SpeedMPH,21
2013-02-10,MeanDew PointF,37
2013-02-10, Max VisibilityMiles,10
2013-02-10, Max Gust SpeedMPH,32.0
2013-02-10,Mean TemperatureF,44
2013-02-10, Mean Sea Level PressureIn,29.89
2013-02-10, Mean Humidity,71
2013-02-10, WindDirDegrees,160
2013-02-10, Mean Wind SpeedMPH,11
2013-02-10,Min DewpointF,21
2013-02-10,Max Dew PointF,48
2013-02-10, Mean VisibilityMiles,9
2013-02-10,Max Humidity,89
2013-02-10, Events,Rain
2013-02-10, Min Sea Level PressureIn,29.72
2013-02-10,PrecipitationIn,0.27
2013-02-10, Min Humidity,52
2013-02-10, Min VisibilityMiles,2
2013-02-10, CloudCover,7
2013-02-10,Min TemperatureF,35
2013-02-10, Max Sea Level PressureIn,30.14
2013-02-11,Mean TemperatureF,45
2013-02-11, Mean Humidity,71
2013-02-11, Max Gust SpeedMPH,41.0
2013-02-11,MeanDew PointF,31
2013-02-11, Min Sea Level PressureIn,29.72
2013-02-11,PrecipitationIn,0.00
2013-02-11, CloudCover,4
2013-02-11, WindDirDegrees,255
2013-02-11, Mean Wind SpeedMPH,14
2013-02-11, Max VisibilityMiles,10
2013-02-11, Max Sea Level PressureIn,30.09
2013-02-11,Max Dew PointF,48
2013-02-11, Min Humidity,53
2013-02-11,Min TemperatureF,36
2013-02-11,Max Humidity,89
2013-02-11, Min VisibilityMiles,10
2013-02-11,Max TemperatureF,53
2013-02-11, Mean Sea Level PressureIn,29.91
2013-02-11,Min DewpointF,25
2013-02-11, Mean VisibilityMiles,10
2013-02-11, Max Wind SpeedMPH,26
2013-02-12, Min Humidity,49
2013-02-12, Max VisibilityMiles,10
2013-02-12, Mean Wind SpeedMPH,4
2013-02-12,Min TemperatureF,24
2013-02-12,PrecipitationIn,0.00
2013-02-12, WindDirDegrees,278
2013-02-12,Max Humidity,82
2013-02-12, Mean Humidity,66
2013-02-12, Min Sea Level PressureIn,29.92
2013-02-12, Min VisibilityMiles,4
2013-02-12, Max Wind SpeedMPH,14
2013-02-12,Mean TemperatureF,35
2013-02-12, Mean Sea Level PressureIn,30.06
2013-02-12,MeanDew PointF,25
2013-02-12, Mean VisibilityMiles,9
2013-02-12, Max Gust SpeedMPH,17.0
2013-02-12,Min DewpointF,20
2013-02-12,Max TemperatureF,45
2013-02-12,Max Dew PointF,29
2013-02-12, Max Sea Level PressureIn,30.15
2013-02-13, Max Wind SpeedMPH,15
2013-02-13, Mean VisibilityMiles,8
2013-02-13, CloudCover,4
2013-02-13,PrecipitationIn,0.00
2013-02-13,Max Humidity,85
2013-02-13,Min DewpointF,23
2013-02-13, Mean Sea Level PressureIn,29.86
2013-02-13, Min VisibilityMiles,5
2013-02-13, Min Sea Level PressureIn,29.81
2013-02-13,Max Dew PointF,29
2013-02-13,Max TemperatureF,44
2013-02-13,Mean TemperatureF,37
2013-02-13, Mean Humidity,63
2013-02-13, Min Humidity,41
2013-02-13, Max VisibilityMiles,10
2013-02-13,MeanDew PointF,25
2013-02-13,Min TemperatureF,30
2013-02-13, Max Gust SpeedMPH,22.0
2013-02-13, Mean Wind SpeedMPH,5
2013-02-13, Max Sea Level PressureIn,29.91
2013-02-13, WindDirDegrees,281
2013-02-14,MeanDew PointF,32
2013-02-14, Max Gust SpeedMPH,26.0
2013-02-14,PrecipitationIn,0.00
2013-02-14,Max Dew PointF,36
2013-02-14, Min VisibilityMiles,6
2013-02-14, Mean Humidity,70
2013-02-14,Max Humidity,89
2013-02-14, Mean VisibilityMiles,9
2013-02-14, Max Sea Level PressureIn,30.03
2013-02-14, Max Wind SpeedMPH,18
2013-02-14, CloudCover,4
2013-02-14, Mean Sea Level PressureIn,29.89
2013-02-14,Min DewpointF,25
2013-02-14, WindDirDegrees,232
2013-02-14, Max VisibilityMiles,10
2013-02-14, Min Humidity,50
2013-02-14,Mean TemperatureF,42
2013-02-14,Min TemperatureF,31
2013-02-14, Min Sea Level PressureIn,29.84
2013-02-14,Max TemperatureF,52
2013-02-14, Mean Wind SpeedMPH,10
2013-02-15, Max Wind SpeedMPH,17
2013-02-15,PrecipitationIn,T
2013-02-15, WindDirDegrees,290
2013-02-15,Min TemperatureF,21
2013-02-15,Min DewpointF,13
2013-02-15, Mean Sea Level PressureIn,30.11
2013-02-15, Mean VisibilityMiles,10
2013-02-15, Min VisibilityMiles,7
2013-02-15, Mean Humidity,66
2013-02-15, Min Humidity,47
2013-02-15,Max Dew PointF,28
2013-02-15, Mean Wind SpeedMPH,5
2013-02-15, CloudCover,5
2013-02-15, Min Sea Level PressureIn,30.0
2013-02-15,MeanDew PointF,22
2013-02-15,Mean TemperatureF,30
2013-02-15, Max Gust SpeedMPH,24.0
2013-02-15, Max VisibilityMiles,10
2013-02-15,Max Humidity,85
2013-02-15,Max TemperatureF,39
2013-02-15, Max Sea Level PressureIn,30.19
2013-02-16, WindDirDegrees,303
2013-02-16, Min VisibilityMiles,10
2013-02-16, Max VisibilityMiles,10
2013-02-16, CloudCover,4
2013-02-16, Max Sea Level PressureIn,30.17
2013-02-16, Mean Wind SpeedMPH,6
2013-02-16, Max Wind SpeedMPH,20
2013-02-16,Min TemperatureF,19
2013-02-16,Max Dew PointF,16
2013-02-16, Min Humidity,42
2013-02-16, Max Gust SpeedMPH,28.0
2013-02-16,Max TemperatureF,29
2013-02-16,Min DewpointF,7
2013-02-16,Mean TemperatureF,24
2013-02-16,Max Humidity,84
2013-02-16, Mean Sea Level PressureIn,30.14
2013-02-16,MeanDew PointF,12
2013-02-16,PrecipitationIn,0.00
2013-02-16, Mean Humidity,63
2013-02-16, Mean VisibilityMiles,10
2013-02-16, Min Sea Level PressureIn,30.1
2013-02-17, WindDirDegrees,197
2013-02-17,Max TemperatureF,36
2013-02-17,Max Humidity,80
2013-02-17, Max VisibilityMiles,10
2013-02-17, Max Gust SpeedMPH,14.0
2013-02-17,Mean TemperatureF,24
2013-02-17,MeanDew PointF,9
2013-02-17, Min Sea Level PressureIn,30.15
2013-02-17, Mean Wind SpeedMPH,2
2013-02-17,Max Dew PointF,14
2013-02-17, Min Humidity,32
2013-02-17, Max Sea Level PressureIn,30.26
2013-02-17, Min VisibilityMiles,10
2013-02-17, Mean VisibilityMiles,10
2013-02-17, Mean Sea Level PressureIn,30.2
2013-02-17,Min DewpointF,4
2013-02-17,Min TemperatureF,12
2013-02-17, Mean Humidity,56
2013-02-17,PrecipitationIn,0.00
2013-02-17, Max Wind SpeedMPH,9
2013-02-18, Mean Humidity,61
2013-02-18,MeanDew PointF,30
2013-02-18,Mean TemperatureF,43
2013-02-18,PrecipitationIn,0.39
2013-02-18, Mean Sea Level PressureIn,29.88
2013-02-18,Min DewpointF,13
2013-02-18, Events,Rain
2013-02-18, Max Gust SpeedMPH,44.0
2013-02-18, Max VisibilityMiles,10
2013-02-18,Max TemperatureF,58
2013-02-18,Min TemperatureF,27
2013-02-18, WindDirDegrees,179
2013-02-18, Min Humidity,36
2013-02-18,Max Dew PointF,43
2013-02-18, Mean Wind SpeedMPH,15
2013-02-18,Max Humidity,86
2013-02-18, Max Sea Level PressureIn,30.13
2013-02-18, Min VisibilityMiles,5
2013-02-18, Max Wind SpeedMPH,32
2013-02-18, CloudCover,4
2013-02-18, Min Sea Level PressureIn,29.62
2013-02-18, Mean VisibilityMiles,10
2013-02-19, Mean Humidity,71
2013-02-19,PrecipitationIn,0.10
2013-02-19,Min TemperatureF,23
2013-02-19, Mean VisibilityMiles,10
2013-02-19, Min VisibilityMiles,3
2013-02-19, Min Humidity,55
2013-02-19,Max Dew PointF,43
2013-02-19, CloudCover,8
2013-02-19,Mean TemperatureF,35
2013-02-19, Max Gust SpeedMPH,39.0
2013-02-19, Max VisibilityMiles,10
2013-02-19,Max Humidity,86
2013-02-19, Max Sea Level PressureIn,30.19
2013-02-19, Max Wind SpeedMPH,30
2013-02-19, Events,Rain-Snow
2013-02-19,Max TemperatureF,47
2013-02-19, Min Sea Level PressureIn,29.65
2013-02-19,MeanDew PointF,19
2013-02-19, Mean Wind SpeedMPH,16
2013-02-19, Mean Sea Level PressureIn,29.95
2013-02-19,Min DewpointF,10
2013-02-19, WindDirDegrees,282
2013-02-20,Max TemperatureF,28
2013-02-20, Min Sea Level PressureIn,30.18
2013-02-20,Min TemperatureF,14
2013-02-20,Min DewpointF,6
2013-02-20, Max Gust SpeedMPH,18.0
2013-02-20, Min Humidity,42
2013-02-20, Mean Wind SpeedMPH,6
2013-02-20, Max Wind SpeedMPH,13
2013-02-20, Min VisibilityMiles,10
2013-02-20,Mean TemperatureF,21
2013-02-20, WindDirDegrees,317
2013-02-20, Mean Humidity,58
2013-02-20,MeanDew PointF,9
2013-02-20,PrecipitationIn,0.00
2013-02-20,Max Dew PointF,13
2013-02-20, Mean VisibilityMiles,10
2013-02-20, Max VisibilityMiles,10
2013-02-20, CloudCover,2
2013-02-20,Max Humidity,73
2013-02-20, Max Sea Level PressureIn,30.35
2013-02-20, Mean Sea Level PressureIn,30.27
2013-02-21, WindDirDegrees,91
2013-02-21, Events,Fog-Rain-Snow
2013-02-21,Max TemperatureF,33
2013-02-21,Max Dew PointF,27
2013-02-21, Max Gust SpeedMPH,32.0
2013-02-21,Min TemperatureF,15
2013-02-21, Min Sea Level PressureIn,29.96
2013-02-21,Min DewpointF,12
2013-02-21, Mean Humidity,71
2013-02-21,PrecipitationIn,0.30
2013-02-21,Max Humidity,88
2013-02-21, Max Wind SpeedMPH,23
2013-02-21, Min Humidity,54
2013-02-21, CloudCover,5
2013-02-21, Max Sea Level PressureIn,30.35
2013-02-21, Max VisibilityMiles,10
2013-02-21, Mean Wind SpeedMPH,10
2013-02-21,Mean TemperatureF,24
2013-02-21, Min VisibilityMiles,0
2013-02-21, Mean VisibilityMiles,7
2013-02-21,MeanDew PointF,20
2013-02-21, Mean Sea Level PressureIn,30.19
2013-02-22,Max Humidity,96
2013-02-22, Max Wind SpeedMPH,23
2013-02-22,Max Dew PointF,34
2013-02-22, Mean Wind SpeedMPH,10
2013-02-22, WindDirDegrees,200
2013-02-22,PrecipitationIn,0.03
2013-02-22, Events,Fog-Rain
2013-02-22, CloudCover,8
2013-02-22,MeanDew PointF,30
2013-02-22,Min TemperatureF,31
2013-02-22,Min DewpointF,23
2013-02-22,Max TemperatureF,37
2013-02-22, Mean Sea Level PressureIn,29.89
2013-02-22, Mean Humidity,83
2013-02-22, Mean VisibilityMiles,5
2013-02-22, Max VisibilityMiles,10
2013-02-22, Max Sea Level PressureIn,30.02
2013-02-22, Min Sea Level PressureIn,29.81
2013-02-22, Min VisibilityMiles,0
2013-02-22, Min Humidity,70
2013-02-22, Max Gust SpeedMPH,30.0
2013-02-22,Mean TemperatureF,34
2013-02-23,Max TemperatureF,38
2013-02-23, Mean Sea Level PressureIn,29.99
2013-02-23, Max Gust SpeedMPH,17.0
2013-02-23,MeanDew PointF,20
2013-02-23,Max Humidity,75
2013-02-23, Max Sea Level PressureIn,30.02
2013-02-23, Mean VisibilityMiles,10
2013-02-23,Max Dew PointF,23
2013-02-23, Max VisibilityMiles,10
2013-02-23, Max Wind SpeedMPH,13
2013-02-23,PrecipitationIn,0.00
2013-02-23, WindDirDegrees,277
2013-02-23, Mean Wind SpeedMPH,5
2013-02-23, Min VisibilityMiles,9
2013-02-23, Mean Humidity,64
2013-02-23, Min Sea Level PressureIn,29.94
2013-02-23,Mean TemperatureF,31
2013-02-23, Min Humidity,52
2013-02-23,Min DewpointF,18
2013-02-23,Min TemperatureF,23
2013-02-24, Max Wind SpeedMPH,7
2013-02-24, Mean VisibilityMiles,8
2013-02-24, Min Humidity,40
2013-02-24,PrecipitationIn,0.00
2013-02-24, Max VisibilityMiles,10
2013-02-24,Max Dew PointF,25
2013-02-24,Min DewpointF,17
2013-02-24, Min VisibilityMiles,4
2013-02-24,Mean TemperatureF,33
2013-02-24,Min TemperatureF,20
2013-02-24, CloudCover,0
2013-02-24, Mean Sea Level PressureIn,30.1
2013-02-24, Min Sea Level PressureIn,30.0
2013-02-24,MeanDew PointF,21
2013-02-24, Max Gust SpeedMPH,10.0
2013-02-24, Max Sea Level PressureIn,30.15
2013-02-24, WindDirDegrees,5
2013-02-24,Max Humidity,88
2013-02-24,Max TemperatureF,45
2013-02-24, Mean Humidity,64
2013-02-25, Min VisibilityMiles,2
2013-02-25, Mean VisibilityMiles,8
2013-02-25, Max Wind SpeedMPH,18
2013-02-25,Max Humidity,88
2013-02-25, Max Gust SpeedMPH,24.0
2013-02-25, Min Humidity,38
2013-02-25,PrecipitationIn,0.00
2013-02-25,Min TemperatureF,24
2013-02-25,Max Dew PointF,26
2013-02-25,MeanDew PointF,23
2013-02-25, WindDirDegrees,93
2013-02-25, Max VisibilityMiles,10
2013-02-25, Mean Wind SpeedMPH,9
2013-02-25, Min Sea Level PressureIn,29.81
2013-02-25, Max Sea Level PressureIn,30.14
2013-02-25,Max TemperatureF,47
2013-02-25, Mean Sea Level PressureIn,30.04
2013-02-25,Min DewpointF,21
2013-02-25,Mean TemperatureF,36
2013-02-25, Mean Humidity,63
2013-02-26, WindDirDegrees,109
2013-02-26, CloudCover,8
2013-02-26, Max Gust SpeedMPH,25.0
2013-02-26, Max Sea Level PressureIn,29.77
2013-02-26,PrecipitationIn,1.17
2013-02-26, Events,Rain
2013-02-26, Max Wind SpeedMPH,21
2013-02-26,Min TemperatureF,35
2013-02-26,Min DewpointF,23
2013-02-26,Max TemperatureF,44
2013-02-26, Mean Humidity,72
2013-02-26, Mean Sea Level PressureIn,29.48
2013-02-26, Mean VisibilityMiles,5
2013-02-26,Max Humidity,93
2013-02-26, Max VisibilityMiles,10
2013-02-26, Min Humidity,50
2013-02-26,Mean TemperatureF,40
2013-02-26,Max Dew PointF,43
2013-02-26, Mean Wind SpeedMPH,9
2013-02-26, Min Sea Level PressureIn,29.37
2013-02-26,MeanDew PointF,35
2013-02-27, Max Sea Level PressureIn,29.75
2013-02-27, Min Sea Level PressureIn,29.52
2013-02-27, Max Gust SpeedMPH,31.0
2013-02-27,Mean TemperatureF,36
2013-02-27, Mean Sea Level PressureIn,29.67
2013-02-27, Max VisibilityMiles,10
2013-02-27,Max Humidity,92
2013-02-27,Max TemperatureF,40
2013-02-27,Min DewpointF,27
2013-02-27, Mean Wind SpeedMPH,11
2013-02-27,MeanDew PointF,30
2013-02-27, CloudCover,8
2013-02-27, Mean VisibilityMiles,4
2013-02-27,Min TemperatureF,32
2013-02-27,PrecipitationIn,0.05
2013-02-27, Events,Snow
2013-02-27, Mean Humidity,87
2013-02-27, WindDirDegrees,251
2013-02-27,Max Dew PointF,37
2013-02-27, Max Wind SpeedMPH,22
2013-02-27, Min Humidity,82
2013-02-28, Min Humidity,76
2013-02-28, Events,Rain-Snow
2013-02-28,Max TemperatureF,37
2013-02-28,Max Humidity,96
2013-02-28, Max VisibilityMiles,10
2013-02-28,Mean TemperatureF,35
2013-02-28, Max Sea Level PressureIn,30.01
2013-02-28, Min Sea Level PressureIn,29.73
2013-02-28, CloudCover,8
2013-02-28, Max Gust SpeedMPH,21.0
2013-02-28,MeanDew PointF,30
2013-02-28, Mean Wind SpeedMPH,8
2013-02-28, WindDirDegrees,295
2013-02-28,Max Dew PointF,32
2013-02-28, Mean Sea Level PressureIn,29.88
2013-02-28,Min DewpointF,27
2013-02-28, Mean VisibilityMiles,7
2013-02-28,Min TemperatureF,32
2013-02-28,PrecipitationIn,0.01
2013-02-28, Mean Humidity,86
2013-02-28, Max Wind SpeedMPH,15
2013-03-01,MeanDew PointF,28
2013-03-01,PrecipitationIn,0.03
2013-03-01, Mean Wind SpeedMPH,5
2013-03-01,Min TemperatureF,31
2013-03-01,Max Humidity,85
2013-03-01, Min Sea Level PressureIn,29.96
2013-03-01,Max TemperatureF,36
2013-03-01, Events,Snow
2013-03-01, Mean VisibilityMiles,4
2013-03-01, Min Humidity,75
2013-03-01,Mean TemperatureF,34
2013-03-01,Min DewpointF,26
2013-03-01, WindDirDegrees,342
2013-03-01, Max VisibilityMiles,10
2013-03-01, CloudCover,8
2013-03-01, Max Wind SpeedMPH,13
2013-03-01,Max Dew PointF,29
2013-03-01, Max Gust SpeedMPH,15.0
2013-03-01, Mean Sea Level PressureIn,30.01
2013-03-01, Max Sea Level PressureIn,30.07
2013-03-01, Mean Humidity,80
2013-03-02, Min VisibilityMiles,2
2013-03-02, WindDirDegrees,351
2013-03-02, Mean Sea Level PressureIn,30.09
2013-03-02,PrecipitationIn,T
2013-03-02, Mean Wind SpeedMPH,8
2013-03-02, Mean Humidity,72
2013-03-02, Min Sea Level PressureIn,30.03
2013-03-02,Max Humidity,85
2013-03-02,Min TemperatureF,27
2013-03-02, Max Sea Level PressureIn,30.14
2013-03-02,Max TemperatureF,32
2013-03-02, Events,Snow
2013-03-02, Max Gust SpeedMPH,23.0
2013-03-02,Max Dew PointF,27
2013-03-02, Min Humidity,59
2013-03-02,Mean TemperatureF,30
2013-03-02, Mean VisibilityMiles,9
2013-03-02, Max VisibilityMiles,10
2013-03-02,MeanDew PointF,22
2013-03-02, CloudCover,8
2013-03-02, Max Wind SpeedMPH,20
2013-03-02,Min DewpointF,19
2013-03-03,PrecipitationIn,T
2013-03-03,Min TemperatureF,19
2013-03-03, Events,Snow
2013-03-03,Max Dew PointF,22
2013-03-03, CloudCover,3
2013-03-03, Mean VisibilityMiles,9
2013-03-03, Min VisibilityMiles,2
2013-03-03, Min Sea Level PressureIn,30.07
2013-03-03,MeanDew PointF,18
2013-03-03, Mean Sea Level PressureIn,30.11
2013-03-03, WindDirDegrees,291
2013-03-03, Max Wind SpeedMPH,10
2013-03-03,Mean TemperatureF,28
2013-03-03,Max Humidity,84
2013-03-03, Max Gust SpeedMPH,14.0
2013-03-03,Max TemperatureF,37
2013-03-03, Mean Wind SpeedMPH,4
2013-03-03, Min Humidity,41
2013-03-03, Max VisibilityMiles,10
2013-03-03, Max Sea Level PressureIn,30.15
2013-03-03, Mean Humidity,63
2013-03-03,Min DewpointF,13
2013-03-04, CloudCover,4
2013-03-04,Max Dew PointF,24
2013-03-04,Max TemperatureF,40
2013-03-04, Max VisibilityMiles,10
2013-03-04, Mean Wind SpeedMPH,7
2013-03-04, Mean Sea Level PressureIn,30.05
2013-03-04, Mean VisibilityMiles,10
2013-03-04, Min VisibilityMiles,9
2013-03-04,Mean TemperatureF,30
2013-03-04,Min DewpointF,15
2013-03-04, WindDirDegrees,123
2013-03-04, Mean Humidity,64
2013-03-04, Min Humidity,44
2013-03-04, Events,Rain
2013-03-04, Max Gust SpeedMPH,22.0
2013-03-04, Min Sea Level PressureIn,29.93
2013-03-04,Min TemperatureF,19
2013-03-04,MeanDew PointF,19
2013-03-04,PrecipitationIn,T
2013-03-04,Max Humidity,84
2013-03-04, Max Sea Level PressureIn,30.13
2013-03-04, Max Wind SpeedMPH,17
2013-03-05,PrecipitationIn,0.26
2013-03-05, Max Gust SpeedMPH,44.0
2013-03-05, Min Humidity,59
2013-03-05, Mean Sea Level PressureIn,29.75
2013-03-05,Max Humidity,100
2013-03-05, Mean Wind SpeedMPH,10
2013-03-05, CloudCover,8
2013-03-05, Min Sea Level PressureIn,29.65
2013-03-05,MeanDew PointF,29
2013-03-05,Max Dew PointF,37
2013-03-05, Max Sea Level PressureIn,29.91
2013-03-05, Mean VisibilityMiles,3
2013-03-05,Mean TemperatureF,35
2013-03-05, WindDirDegrees,280
2013-03-05,Min DewpointF,24
2013-03-05, Max Wind SpeedMPH,26
2013-03-05,Min TemperatureF,29
2013-03-05, Min VisibilityMiles,0
2013-03-05,Max TemperatureF,40
2013-03-05, Mean Humidity,80
2013-03-05, Events,Fog-Rain-Snow
2013-03-05, Max VisibilityMiles,10
2013-03-06,Mean TemperatureF,31
2013-03-06,Max Humidity,92
2013-03-06, Events,Snow
2013-03-06, Mean Wind SpeedMPH,9
2013-03-06, Min Sea Level PressureIn,29.78
2013-03-06, CloudCover,8
2013-03-06,Max Dew PointF,27
2013-03-06, Max Sea Level PressureIn,30.31
2013-03-06, WindDirDegrees,314
2013-03-06, Mean Sea Level PressureIn,30.03
2013-03-06,Min DewpointF,25
2013-03-06, Max Gust SpeedMPH,33.0
2013-03-06, Mean Humidity,85
2013-03-06, Max VisibilityMiles,10
2013-03-06,MeanDew PointF,26
2013-03-06,PrecipitationIn,0.04
2013-03-06, Min Humidity,78
2013-03-06,Min TemperatureF,29
2013-03-06,Max TemperatureF,32
2013-03-06, Mean VisibilityMiles,5
2013-03-06, Max Wind SpeedMPH,22
2013-03-07,PrecipitationIn,0.00
2013-03-07, Max Wind SpeedMPH,8
2013-03-07,Max TemperatureF,36
2013-03-07, Min VisibilityMiles,6
2013-03-07, Max Gust SpeedMPH,12.0
2013-03-07,Min DewpointF,22
2013-03-07,MeanDew PointF,25
2013-03-07, Max VisibilityMiles,10
2013-03-07, Mean Sea Level PressureIn,30.36
2013-03-07, WindDirDegrees,342
2013-03-07,Mean TemperatureF,32
2013-03-07,Max Dew PointF,27
2013-03-07,Max Humidity,85
2013-03-07, Mean VisibilityMiles,9
2013-03-07, CloudCover,8
2013-03-07, Max Sea Level PressureIn,30.4
2013-03-07, Min Sea Level PressureIn,30.27
2013-03-07, Mean Wind SpeedMPH,2
2013-03-07, Min Humidity,56
2013-03-07,Min TemperatureF,28
2013-03-07, Mean Humidity,71
2013-03-08, Mean Wind SpeedMPH,3
